"Word","Length","SUBTLWF","Ortho_N","Concreteness_Rating","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Pron","NSyll","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"clan","4","4.100","10","3.460","4,242","1.472","11.050","kl""an","1","668.037","-0.235","1.000"
"clang","5","0.840","5","3.960","0","1.419","9.530","kl""aN","1","656.536","-0.363","1.000"
"clanged","7","0.020","4","#","0","#","9.530","kl""aNd","1","674.750","-0.056","0.769"
"clank","5","0.310","10","2.840","0","#","6.950","kl""aNk","1","610.375","-0.432","1.000"
"clap","4","4.730","11","4.160","0","1.638","3.400","kl""ap","1","626.385","-0.478","1.000"
"clapped","7","0.510","9","3.880","0","1.505","3.400","kl""apt","1","641.333","-0.433","0.964"
"claps","5","0.450","12","#","0","#","3.400","kl""aps","1","586.440","-0.608","0.893"
"Clare","5","2.490","6","#","1,730","#","#","kl""Er","1","686.704","-0.182","0.964"
"Clark","5","19.800","5","#","7,395","#","#","kl""Ark","1","578.519","-0.611","1.000"
"Clark's","7","#","1","#","#","#","#","kl""Arks","1","591.111","-0.465","1.000"
"clash","5","1.330","6","2.630","1,891","1.569","8.950","kl""aS","1","608.111","-0.522","1.000"
"clashed","7","0.220","7","#","0","1.889","8.950","kl""aSt","1","622.857","-0.455","1.000"
"clasp","5","1.020","3","4.410","0","1.370","8.630","kl""asp","1","629.000","-0.401","0.929"
"clasped","7","0.120","4","#","0","1.368","8.630","kl""aspt","1","694.292","-0.083","0.857"
"class","5","117.350","10","3.850","8,630","1.724","4.950","kl""as","1","579.741","-0.601","1.000"
"classed","7","0.080","3","2.120","0","2.056","4.950","kl""ast","1","674.222","-0.431","0.964"
"Claude","6","#","1","#","2,562","#","#","kl""Od","1","704.962","-0.063","0.963"
"Claude's","8","#","0","#","#","#","#","kl""Odz","1","670.308","-0.205","0.963"
"Claus","5","13.860","7","#","3","#","#","kl""Oz","1","634.958","-0.338","0.889"
"clause","6","2.800","1","2.730","1,516","1.239","12.160","kl""Oz","1","654.125","-0.381","1.000"
"claw","4","4.370","9","4.830","0","1.593","4.700","kl""O","1","638.962","-0.521","1.000"
"clawed","6","0.350","3","4.040","0","1.435","4.700","kl""Od","1","634.036","-0.359","1.000"
"claws","5","4.430","9","#","3","1.298","4.700","kl""Oz","1","598.321","-0.606","1.000"
"clay","4","12.000","9","4.930","5,924","1.536","5.320","kl""e","1","593.308","-0.546","1.000"
"clean","5","121.240","3","3.070","6,630","1.909","3.890","kl""in","1","615.926","-0.590","1.000"
"cleaned","7","17.780","4","#","0","1.752","3.890","kl""ind","1","658.231","-0.373","1.000"
"cleans","6","2.390","3","#","0","1.705","3.890","kl""inz","1","603.440","-0.384","0.962"
"cleanse","7","1.450","0","3.310","0","1.259","8.110","kl""Enz","1","712.375","-0.106","1.000"
"cleansed","8","0.530","2","#","0","1.543","8.110","kl""Enzd","1","676.192","-0.193","0.963"
"clear","5","171.820","2","3.550","9,029","2.279","5.800","kl""Ir","1","626.481","-0.485","1.000"
"cleared","7","16.510","3","#","3,488","1.939","5.800","kl""Ird","1","669.036","-0.334","1.000"
"clears","6","7.290","2","#","0","1.814","5.800","kl""Irz","1","641.143","-0.358","1.000"
"cleat","5","0.430","6","4.500","0","#","9.000","kl""it","1","649.208","-0.258","0.889"
"cleave","6","0.200","0","3.330","0","#","13.310","kl""iv","1","635.840","-0.310","0.893"
"cleaved","7","0.060","4","#","0","1.066","13.310","kl""ivd","1","697.538","-0.196","0.963"
"clef","4","0.120","2","4.350","0","#","12.560","kl""Ef","1","583.333","-0.451","1.000"
"cleft","5","0.590","2","4.310","0","1.520","11.830","kl""Eft","1","639.222","-0.287","1.000"
"clefts","6","0.020","1","#","0","#","11.830","kl""Efts","1","691.160","-0.225","1.000"
"clench","6","0.390","2","4.250","0","1.156","9.890","kl""EntS","1","609.107","-0.486","1.000"
"clenched","8","0.430","3","#","0","1.310","9.890","kl""EntSt","1","665.071","-0.151","1.000"
"clerk","5","12.900","1","4.280","2,339","1.584","6.740","kl""3`k","1","613.500","-0.663","1.000"
"clerks","6","1.800","0","#","0","1.547","6.740","kl""3`ks","1","613.852","-0.565","1.000"
"clerk's","7","#","1","#","#","#","#","kl""3`ks","1","621.036","-0.578","1.000"
"click","5","6.410","8","4.030","14","1.441","6.940","kl""Ik","1","614.966","-0.486","1.000"
"clicked","7","1.060","7","#","0","1.531","6.940","kl""Ikt","1","638.964","-0.493","1.000"
"clicks","6","3.760","8","#","0","1.318","6.940","kl""Iks","1","611.692","-0.506","1.000"
"client","6","53.240","0","3.900","4,898","1.279","12.050","kl""aI@nt","1","660.741","-0.292","1.000"
"clients","7","21.000","0","#","5,523","1.389","12.050","kl""aI@nts","1","646.464","-0.430","1.000"
"client's","8","#","0","#","#","#","#","kl""aI@nts","1","642.000","-0.241","1.000"
"cliff","5","21.570","0","4.710","4,471","1.506","7.277","kl""If","1","609.037","-0.550","1.000"
"cliffs","6","2.180","0","#","250","1.138","7.277","kl""Ifs","1","675.444","-0.319","1.000"
"climb","5","19.750","1","4.110","2,287","1.435","5.300","kl""aIm","1","606.593","-0.435","1.000"
"climbed","7","5.000","1","#","261","1.489","5.300","kl""aImd","1","596.037","-0.461","1.000"
"climbs","6","1.020","1","#","1","0.845","5.300","kl""aImz","1","683.077","-0.361","1.000"
"clime","5","0.120","6","#","0","#","13.670","kl""aIm","1","602.136","-0.423","0.759"
"climes","6","0.200","4","#","0","1.888","13.670","kl""aImz","1","711.680","-0.083","0.926"
"clinch","6","0.670","2","2.920","0","1.375","10.940","kl""IntS","1","651.192","-0.230","1.000"
"clinched","8","0.180","4","#","0","1.332","10.940","kl""IntSt","1","686.000","-0.129","0.929"
"cling","5","2.510","8","3.590","0","1.796","7.740","kl""IN","1","692.214","-0.209","1.000"
"clings","6","0.450","6","#","0","1.746","7.740","kl""INz","1","664.885","-0.329","1.000"
"clinked","7","0.020","6","#","0","#","9.440","kl""INkt","1","619.625","-0.411","1.000"
"clip","4","5.690","7","4.370","1,161","1.658","6.610","kl""Ip","1","599.481","-0.504","1.000"
"clipped","7","2.220","6","3.410","0","1.743","6.610","kl""Ipt","1","634.214","-0.430","1.000"
"clips","5","2.180","6","4.300","1,076","1.543","6.610","kl""Ips","1","600.071","-0.560","1.000"
"clique","6","0.760","2","2.680","0","1.556","12.420","kl""ik","1","745.385","0.060","1.000"
"cliques","7","0.220","3","#","0","#","12.420","kl""iks","1","754.455","0.164","0.846"
"cloak","5","3.000","2","4.710","0","1.368","6.950","kl""ok","1","616.929","-0.463","1.000"
"clock","5","58.630","8","5.000","5,128","1.754","4.420","kl""Ak","1","581.370","-0.652","0.964"
"clocked","7","1.250","8","3.000","0","1.324","4.420","kl""Akt","1","594.600","-0.549","0.926"
"clocks","6","2.840","8","#","53","1.728","4.420","kl""Aks","1","589.808","-0.635","1.000"
"clod","4","0.410","7","#","0","#","10.590","kl""Ad","1","637.077","-0.328","0.963"
"clods","5","0.140","5","#","0","#","10.590","kl""Adz","1","685.917","-0.235","0.889"
"clog","4","0.800","7","3.470","0","1.648","9.390","kl""Ag","1","641.286","-0.365","1.000"
"clogged","7","1.100","2","#","0","1.707","9.390","kl""Agd","1","657.769","-0.387","0.963"
"clone","5","2.510","5","4.340","359","0.983","8.890","kl""on","1","586.444","-0.524","1.000"
"clop","4","0.080","13","#","0","#","9.190","kl""Ap","1","652.231","-0.431","0.963"
"close","5","219.430","3","3.200","9,214","2.216","4.500","kl""oz","1","590.429","-0.656","1.000"
"closed","6","54.080","4","3.370","7,763","1.900","4.500","kl""ozd","1","586.643","-0.636","1.000"
"clot","4","1.800","9","4.200","0","1.230","11.050","kl""At","1","604.043","-0.440","0.920"
"cloth","5","6.100","2","4.900","1,761","1.576","5.300","kl""OT","1","620.259","-0.478","1.000"
"clothe","6","0.820","2","3.500","0","1.657","8.830","kl""oD","1","685.360","-0.195","0.893"
"clothed","7","0.650","2","#","0","1.772","8.830","kl""oDd","1","641.280","-0.379","0.962"
"clothes","7","101.140","2","4.760","4,427","1.593","3.110","kl""oz","1","662.667","-0.365","1.000"
"cloud","5","11.750","2","4.540","4,717","1.631","3.630","kl""aUd","1","615.143","-0.495","1.000"
"clouds","6","10.020","2","#","1,610","1.470","3.630","kl""aUdz","1","599.615","-0.564","0.963"
"clout","5","0.940","2","#","0","1.904","16.860","kl""aUt","1","676.393","-0.335","0.966"
"clove","5","0.510","5","4.420","0","0.671","10.880","kl""ov","1","659.179","-0.193","1.000"
"cloves","6","0.570","5","#","0","0.580","10.880","kl""ovz","1","618.000","-0.426","0.963"
"clown","5","15.820","3","4.900","287","1.585","3.720","kl""aUn","1","636.370","-0.408","1.000"
"clowns","6","6.220","1","#","0","1.529","3.720","kl""aUnz","1","632.037","-0.388","1.000"
"clown's","7","#","0","#","#","#","#","kl""aUnz","1","603.231","-0.528","1.000"
"club","4","98.780","2","3.780","7,584","1.606","5.890","kl""Vb","1","606.074","-0.560","1.000"
"clubbed","7","0.250","1","3.290","0","1.937","5.890","kl""Vbd","1","683.038","-0.235","0.963"
"clubs","5","10.410","2","#","6,441","1.425","5.890","kl""Vbz","1","596.357","-0.522","1.000"
"club's","6","#","0","#","#","#","#","kl""Vbz","1","653.964","-0.367","1.000"
"cluck","5","1.430","6","3.330","0","#","5.220","kl""Vk","1","580.593","-0.613","1.000"
"clucked","7","0.040","6","#","0","#","5.220","kl""Vkt","1","712.037","-0.029","1.000"
"clucks","6","0.120","6","#","0","#","5.220","kl""Vks","1","631.464","-0.476","1.000"
"clue","4","17.610","4","2.930","2","1.921","6.060","kl""u","1","637.207","-0.476","1.000"
"clues","5","6.270","4","#","284","1.828","6.060","kl""uz","1","627.556","-0.527","1.000"
"clump","5","0.530","5","4.000","0","1.382","8.620","kl""Vmp","1","615.346","-0.459","1.000"
"clumps","6","0.080","4","#","0","1.281","8.620","kl""Vmps","1","634.821","-0.350","1.000"
"clung","5","0.470","6","#","0","1.469","7.740","kl""VN","1","663.923","-0.325","1.000"
"clunk","5","0.630","8","3.260","0","#","8.220","kl""VNk","1","668.286","-0.288","1.000"
"clutch","6","2.490","1","3.700","7","1.588","10.240","kl""VtS","1","634.321","-0.557","1.000"
"clutched","8","0.270","1","#","0","1.324","10.240","kl""VtSt","1","665.741","-0.239","1.000"
"Clyde","5","#","0","#","2,281","#","#","kl""aId","1","675.346","-0.230","1.000"
"coach","5","47.630","5","4.120","4,881","1.412","6.890","k""otS","1","602.423","-0.512","0.929"
"coal","4","6.570","8","4.660","4,998","1.340","6.650","k""ol","1","619.963","-0.461","1.000"
"coals","5","0.940","6","#","0","1.294","6.650","k""olz","1","687.321","-0.293","1.000"
"coarse","6","1.350","3","3.250","0","1.668","9.110","k""Ors","1","644.714","-0.361","1.000"
"coast","5","26.690","3","4.210","6,823","1.614","6.430","k""ost","1","635.571","-0.505","1.000"
"coasts","6","0.350","3","#","33","1.310","6.430","k""osts","1","689.148","-0.229","0.964"
"coat","4","42.080","11","4.970","3,217","1.584","3.580","k""ot","1","562.000","-0.664","1.000"
"coats","5","5.880","9","#","5","1.682","3.580","k""ots","1","617.607","-0.522","1.000"
"coax","4","0.800","3","2.700","0","1.850","11.470","k""oks","1","617.320","-0.500","0.962"
"coaxed","6","0.160","4","#","0","1.670","11.470","k""okst","1","659.577","-0.213","0.929"
"cob","3","0.690","28","4.790","0","1.374","6.520","k""Ab","1","623.750","-0.461","1.000"
"cock","4","11.370","15","4.790","0","1.673","11.320","k""Ak","1","596.652","-0.575","0.958"
"cocked","6","0.820","11","3.270","0","1.476","#","k""Akt","1","699.889","-0.147","1.000"
"cod","3","2.240","27","4.610","18","1.372","11.500","k""Ad","1","604.846","-0.400","0.929"
"code","4","53.120","18","3.000","7,280","1.685","8.110","k""od","1","598.143","-0.630","1.000"
"codes","5","9.160","17","#","4,109","1.728","8.110","k""odz","1","597.731","-0.490","1.000"
"cog","3","0.530","23","4.460","0","1.640","11.330","k""Ag","1","634.960","-0.352","1.000"
"cogs","4","0.370","17","#","0","1.592","11.330","k""Agz","1","600.333","-0.393","1.000"
"coil","4","1.610","12","4.560","120","1.350","9.670","k""OIl","1","615.889","-0.536","1.000"
"coiled","6","0.240","9","3.830","0","1.527","#","k""OIld","1","686.667","-0.268","1.000"
"coils","5","0.920","10","#","1","1.429","9.670","k""OIlz","1","631.963","-0.360","1.000"
"coin","4","9.750","13","4.890","2,769","1.662","4.170","k""OIn","1","598.000","-0.492","0.964"
"coined","6","0.470","5","#","2,625","1.872","4.170","k""OInd","1","643.821","-0.391","1.000"
"coins","5","4.290","7","#","2,968","1.319","4.170","k""OInz","1","604.964","-0.491","1.000"
"Coke","4","18.590","14","4.830","0","1.615","4.740","k""ok","1","578.690","-0.707","1.000"
"Cokes","5","1.330","15","#","0","#","4.740","k""oks","1","661.000","-0.302","1.000"
"cold","4","130.160","16","3.850","7,702","1.747","3.950","k""old","1","574.500","-0.665","1.000"
"colds","5","0.750","9","#","0","1.229","3.950","k""oldz","1","612.357","-0.478","1.000"
"cole","4","29.240","22","#","5,205","#","#","k""ol","1","548.231","-0.700","0.963"
"colt","4","5.240","16","4.960","76","1.035","8.982","k""olt","1","624.593","-0.597","0.964"
"colts","5","0.510","12","#","71","1.040","8.982","k""olts","1","597.852","-0.509","0.964"
"colt's","6","#","2","#","#","#","#","k""olts","1","661.143","-0.282","1.000"
"comb","4","6.060","7","5.000","0","1.409","5.500","k""om","1","606.741","-0.519","1.000"
"combed","6","1.080","2","3.880","0","1.378","5.500","k""omd","1","655.231","-0.324","1.000"
"combs","5","0.760","8","#","0","1.439","5.500","k""omz","1","655.036","-0.313","1.000"
"come","4","3,140.980","17","2.720","9,254","2.094","3.320","k""Vm","1","558.423","-0.730","0.963"
"comes","5","228.550","17","2.270","8,468","2.089","3.320","k""Vmz","1","665.160","-0.311","1.000"
"con","3","12.630","28","2.500","1,252","1.561","9.640","k""An","1","619.370","-0.559","1.000"
"conch","5","0.390","4","4.520","0","#","10.500","k""AntS","1","718.550","-0.137","0.800"
"cone","4","2.920","26","4.860","1,164","1.597","4.670","k""on","1","598.417","-0.446","0.923"
"cones","5","1.200","17","4.570","2","1.477","4.670","k""onz","1","658.000","-0.315","0.966"
"conk","4","0.410","11","#","0","#","9.070","k""ANk","1","586.957","-0.579","0.920"
"conned","6","1.330","5","#","0","1.757","9.640","k""And","1","786.125","0.394","0.923"
"cons","4","2.200","21","#","0","1.906","9.640","k""Anz","1","653.704","-0.354","0.964"
"coo","3","0.690","22","#","0","1.528","7.160","k""u","1","659.476","-0.224","0.840"
"cook","4","45.570","14","4.320","6,615","1.625","4.220","k""Uk","1","603.038","-0.566","1.000"
"cooked","6","9.510","11","#","19","1.272","4.220","k""Ukt","1","614.963","-0.427","1.000"
"cooks","5","3.760","15","#","0","1.378","4.220","k""Uks","1","572.192","-0.613","1.000"
"cook's","6","#","1","#","#","#","#","k""Uks","1","604.519","-0.541","0.964"
"cool","4","195.880","12","3.530","5,167","1.711","4.580","k""ul","1","596.448","-0.499","1.000"
"cooled","6","1.270","9","#","18","1.609","4.580","k""uld","1","622.385","-0.404","0.963"
"cools","5","0.730","11","#","0","1.180","4.580","k""ulz","1","623.296","-0.333","1.000"
"coop","4","10.350","15","4.460","35","1.541","8.247","k""up","1","673.773","-0.320","0.880"
"cooped","6","1.590","7","#","0","1.451","8.247","k""upt","1","666.720","-0.221","0.926"
"coops","5","0.020","12","#","0","#","8.247","k""ups","1","661.917","-0.267","1.000"
"cop","3","86.140","25","4.300","642","1.359","4.940","k""Ap","1","638.083","-0.440","1.000"
"cope","4","3.250","21","1.780","2,590","1.944","9.440","k""op","1","618.926","-0.418","1.000"
"copes","5","0.020","19","#","0","1.800","9.440","k""ops","1","663.724","-0.196","1.000"
"cops","4","84.120","25","#","0","1.218","4.940","k""Aps","1","609.593","-0.593","1.000"
"cord","4","7.020","16","4.630","672","1.577","6.000","k""Ord","1","633.786","-0.359","1.000"
"cords","5","1.690","12","#","0","1.490","6.000","k""Ordz","1","618.536","-0.469","1.000"
"core","4","9.820","26","3.960","7,664","1.977","7.630","k""Or","1","614.000","-0.526","1.000"
"cores","5","0.650","23","#","2","1.239","7.630","k""Orz","1","587.857","-0.496","1.000"
"cork","4","2.860","13","4.860","2,112","1.590","9.050","k""Ork","1","585.893","-0.512","1.000"
"corked","6","0.250","8","3.590","0","#","9.050","k""Orkt","1","631.593","-0.428","1.000"
"corks","5","0.220","10","#","0","1.487","9.050","k""Orks","1","610.143","-0.510","1.000"
"corn","4","14.220","17","4.960","2,172","1.451","4.610","k""Orn","1","621.107","-0.615","1.000"
"corns","5","0.840","11","#","0","#","4.610","k""Ornz","1","602.679","-0.483","1.000"
"corp","4","1.290","10","#","1,365","0.727","#","k""Orp","1","661.833","-0.335","0.889"
"corps","5","10.880","8","3.430","5,748","1.208","11.560","k""Or","1","665.955","-0.323","0.846"
"corpse","6","10.100","0","4.890","842","1.263","10.000","k""Orps","1","622.893","-0.436","1.000"
"cost","4","54.920","14","2.500","7,505","1.957","5.670","k""Ost","1","565.560","-0.596","0.962"
"costs","5","15.780","9","#","5,986","1.819","5.670","k""Osts","1","656.192","-0.426","0.929"
"cot","3","2.000","27","4.670","0","1.348","7.530","k""At","1","650.556","-0.311","1.000"
"couch","5","23.470","7","4.710","0","1.559","3.740","k""aUtS","1","634.480","-0.449","0.926"
"couched","7","0.040","5","2.300","0","1.837","3.740","k""aUtSt","1","702.640","-0.018","0.926"
"cough","5","8.780","11","4.360","0","1.475","4.320","k""Of","1","599.893","-0.564","1.000"
"coughed","7","0.590","3","#","0","1.372","4.320","k""Oft","1","653.630","-0.327","1.000"
"could","5","1,629.590","4","1.340","9,246","2.253","4.320","k""Ud","1","710.923","0.003","0.963"
"count","5","89.960","3","3.000","6,901","1.969","2.610","k""aUnt","1","625.000","-0.503","1.000"
"counts","6","13.550","4","#","3,566","1.816","2.610","k""aUnts","1","633.926","-0.465","1.000"
"coup","4","2.610","6","3.000","2,752","1.367","12.060","k""u","1","781.417","0.009","0.889"
"coups","5","0.080","3","#","0","1.433","12.060","k""uz","1","781.318","0.250","0.786"
"course","6","487.220","2","3.820","9,093","2.143","7.341","k""Ors","1","641.714","-0.475","1.000"
"court","5","100.730","1","4.310","7,806","1.776","8.390","k""Ort","1","591.556","-0.532","1.000"
"courts","6","5.880","1","#","5,340","1.499","8.390","k""Orts","1","614.296","-0.477","1.000"
"court's","7","#","0","#","#","#","#","k""Orts","1","617.407","-0.383","1.000"
